Model,Params,Threads,Recall,RR@10,IndexSec,LoadSec,ConvertSec,SearchSecMedian,SearchSecRuns,AmortizedUsPerQuery,QPS,LatencyUsSingleThread,PeakRSSGB,IndexBytes,NumQueries,K,ResultsOrdered,Host,JobID
SparseHNSW_a0.5_b1_p0,"M=32 efC=200 ef=10 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6064889919,0.5252,85.9526,2.9836,0.0000,0.012454,"0.013420;0.012454;0.012190",3.607764,277180.02,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p0,"M=32 efC=200 ef=20 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6064889919,0.5252,85.9526,2.9836,0.0000,0.012075,"0.012075;0.012159;0.011999",3.497972,285879.92,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p0,"M=32 efC=200 ef=50 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6138760139,0.5324,85.9526,2.9836,0.0000,0.017972,"0.018003;0.017972;0.017940",5.206257,192076.56,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p0,"M=32 efC=200 ef=100 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6226825029,0.5396,85.9526,2.9836,0.0000,0.034472,"0.034472;0.034439;0.034478",9.986095,100139.24,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p0,"M=32 efC=200 ef=200 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6272885284,0.5460,85.9526,2.9836,0.0000,0.064713,"0.064645;0.064713;0.064751",18.746524,53343.22,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p0,"M=32 efC=200 ef=400 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6291714948,0.5499,85.9526,2.9836,0.0000,0.122532,"0.122516;0.122642;0.122532",35.495944,28172.23,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p0,"M=32 efC=200 ef=800 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6306199305,0.5517,85.9526,2.9836,0.0000,0.235049,"0.235049;0.235229;0.234368",68.090672,14686.30,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p0,"M=32 efC=200 ef=1600 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6314600232,0.5526,85.9526,2.9836,0.0000,0.458014,"0.457797;0.458014;0.458117",132.680765,7536.89,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p0,"M=32 efC=200 ef=3200 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6324739282,0.5546,85.9526,2.9836,0.0000,0.880901,"0.880434;0.880901;0.881568",255.185689,3918.72,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p0,"M=32 efC=200 ef=10 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.7527230591,0.9771,85.9526,2.9836,0.0000,0.013318,"0.013866;0.013318;0.013082",3.858053,259198.08,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p0,"M=32 efC=200 ef=20 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.7527230591,0.9771,85.9526,2.9836,0.0000,0.012987,"0.012997;0.012987;0.012954",3.762167,265804.27,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p0,"M=32 efC=200 ef=50 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.7635863268,0.9858,85.9526,2.9836,0.0000,0.018982,"0.018969;0.018982;0.019408",5.498841,181856.50,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p0,"M=32 efC=200 ef=100 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.7763325608,0.9945,85.9526,2.9836,0.0000,0.035362,"0.035398;0.035362;0.035184",10.243917,97618.91,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p0,"M=32 efC=200 ef=200 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.7824449594,0.9986,85.9526,2.9836,0.0000,0.065747,"0.065775;0.065596;0.065747",19.046060,52504.30,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p0,"M=32 efC=200 ef=400 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.7851100811,0.9988,85.9526,2.9836,0.0000,0.123215,"0.123095;0.123291;0.123215",35.693801,28016.07,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p0,"M=32 efC=200 ef=800 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.7874275782,0.9994,85.9526,2.9836,0.0000,0.235187,"0.235174;0.235187;0.235576",68.130649,14677.68,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p0,"M=32 efC=200 ef=1600 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.7889629200,0.9994,85.9526,2.9836,0.0000,0.458436,"0.458303;0.458915;0.458436",132.803013,7529.95,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p0,"M=32 efC=200 ef=3200 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.7904403244,0.9994,85.9526,2.9836,0.0000,0.881975,"0.881117;0.881975;0.882410",255.496813,3913.94,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b3_p0,"M=32 efC=200 ef=10 alpha=0.5 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8065469293,0.9777,85.9526,2.9836,0.0000,0.013719,"0.014448;0.013719;0.013509",3.974218,251621.84,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b3_p0,"M=32 efC=200 ef=20 alpha=0.5 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8065469293,0.9777,85.9526,2.9836,0.0000,0.013322,"0.013330;0.013314;0.013322",3.859212,259120.25,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b3_p0,"M=32 efC=200 ef=50 alpha=0.5 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8193511008,0.9867,85.9526,2.9836,0.0000,0.019330,"0.019330;0.019343;0.019243",5.599652,178582.51,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b3_p0,"M=32 efC=200 ef=100 alpha=0.5 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8330243337,0.9948,85.9526,2.9836,0.0000,0.035767,"0.035680;0.035767;0.035775",10.361240,96513.55,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b3_p0,"M=32 efC=200 ef=200 alpha=0.5 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8398609502,0.9988,85.9526,2.9836,0.0000,0.065896,"0.065896;0.065678;0.066015",19.089224,52385.58,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b3_p0,"M=32 efC=200 ef=400 alpha=0.5 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8435399768,0.9991,85.9526,2.9836,0.0000,0.123705,"0.123647;0.123990;0.123705",35.835747,27905.10,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b3_p0,"M=32 efC=200 ef=800 alpha=0.5 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8460602549,0.9997,85.9526,2.9836,0.0000,0.235406,"0.235406;0.235786;0.235208",68.194090,14664.03,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b3_p0,"M=32 efC=200 ef=1600 alpha=0.5 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8480590962,0.9997,85.9526,2.9836,0.0000,0.458994,"0.458705;0.459263;0.458994",132.964658,7520.80,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b3_p0,"M=32 efC=200 ef=3200 alpha=0.5 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8493626883,0.9997,85.9526,2.9836,0.0000,0.882968,"0.881198;0.883125;0.882968",255.784473,3909.54,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b4_p0,"M=32 efC=200 ef=10 alpha=0.5 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8423522596,0.9820,85.9526,2.9836,0.0000,0.016477,"0.017234;0.016477;0.016354",4.773175,209504.16,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b4_p0,"M=32 efC=200 ef=20 alpha=0.5 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8423522596,0.9820,85.9526,2.9836,0.0000,0.016177,"0.016204;0.016177;0.016124",4.686269,213389.38,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b4_p0,"M=32 efC=200 ef=50 alpha=0.5 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8497972190,0.9867,85.9526,2.9836,0.0000,0.019617,"0.019681;0.019617;0.019588",5.682793,175969.82,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b4_p0,"M=32 efC=200 ef=100 alpha=0.5 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8647450753,0.9948,85.9526,2.9836,0.0000,0.036134,"0.036134;0.036170;0.036120",10.467555,95533.29,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b4_p0,"M=32 efC=200 ef=200 alpha=0.5 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8721900348,0.9988,85.9526,2.9836,0.0000,0.066249,"0.066249;0.066436;0.066080",19.191483,52106.45,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b4_p0,"M=32 efC=200 ef=400 alpha=0.5 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8762746234,0.9994,85.9526,2.9836,0.0000,0.123927,"0.123927;0.123906;0.124039",35.900058,27855.11,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b4_p0,"M=32 efC=200 ef=800 alpha=0.5 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8790266512,1.0000,85.9526,2.9836,0.0000,0.235607,"0.235720;0.235607;0.235601",68.252317,14651.52,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b4_p0,"M=32 efC=200 ef=1600 alpha=0.5 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8811123986,1.0000,85.9526,2.9836,0.0000,0.458618,"0.458397;0.459103;0.458618",132.855736,7526.96,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b4_p0,"M=32 efC=200 ef=3200 alpha=0.5 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8825898030,1.0000,85.9526,2.9836,0.0000,0.883386,"0.882941;0.883551;0.883386",255.905562,3907.69,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b5_p0,"M=32 efC=200 ef=10 alpha=0.5 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.8666570104,0.9867,85.9526,2.9836,0.0000,0.020354,"0.021061;0.020354;0.020238",5.896292,169598.11,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b5_p0,"M=32 efC=200 ef=20 alpha=0.5 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.8666570104,0.9867,85.9526,2.9836,0.0000,0.020032,"0.020188;0.020032;0.019933",5.803013,172324.28,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b5_p0,"M=32 efC=200 ef=50 alpha=0.5 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.8666570104,0.9867,85.9526,2.9836,0.0000,0.019960,"0.019971;0.019960;0.019812",5.782155,172945.89,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b5_p0,"M=32 efC=200 ef=100 alpha=0.5 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.8823580533,0.9948,85.9526,2.9836,0.0000,0.036442,"0.036442;0.036390;0.036479",10.556779,94725.87,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b5_p0,"M=32 efC=200 ef=200 alpha=0.5 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.8903823870,0.9988,85.9526,2.9836,0.0000,0.066595,"0.066498;0.066719;0.066595",19.291715,51835.72,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b5_p0,"M=32 efC=200 ef=400 alpha=0.5 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.8941772885,0.9994,85.9526,2.9836,0.0000,0.124375,"0.124362;0.124375;0.124595",36.029838,27754.77,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b5_p0,"M=32 efC=200 ef=800 alpha=0.5 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.8973638470,1.0000,85.9526,2.9836,0.0000,0.235825,"0.235569;0.235825;0.237505",68.315469,14637.97,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b5_p0,"M=32 efC=200 ef=1600 alpha=0.5 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.8996523754,1.0000,85.9526,2.9836,0.0000,0.459617,"0.460090;0.459617;0.458524",133.145133,7510.60,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b5_p0,"M=32 efC=200 ef=3200 alpha=0.5 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9013904983,1.0000,85.9526,2.9836,0.0000,0.883464,"0.883711;0.883464;0.882699",255.928158,3907.35,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b6_p0,"M=32 efC=200 ef=10 alpha=0.5 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.8847914253,0.9896,85.9526,2.9836,0.0000,0.023971,"0.024542;0.023971;0.023909",6.944090,144007.34,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b6_p0,"M=32 efC=200 ef=20 alpha=0.5 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.8847914253,0.9896,85.9526,2.9836,0.0000,0.023742,"0.023742;0.023751;0.023632",6.877752,145396.34,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b6_p0,"M=32 efC=200 ef=50 alpha=0.5 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.8847914253,0.9896,85.9526,2.9836,0.0000,0.023624,"0.023697;0.023534;0.023624",6.843569,146122.59,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b6_p0,"M=32 efC=200 ef=100 alpha=0.5 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.8956257242,0.9948,85.9526,2.9836,0.0000,0.036842,"0.036751;0.036842;0.036859",10.672654,93697.41,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b6_p0,"M=32 efC=200 ef=200 alpha=0.5 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9048667439,0.9988,85.9526,2.9836,0.0000,0.067140,"0.067200;0.067140;0.066592",19.449594,51414.95,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b6_p0,"M=32 efC=200 ef=400 alpha=0.5 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9090672074,0.9994,85.9526,2.9836,0.0000,0.124766,"0.124766;0.124798;0.124321",36.143105,27667.79,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b6_p0,"M=32 efC=200 ef=800 alpha=0.5 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9125434531,1.0000,85.9526,2.9836,0.0000,0.236492,"0.236492;0.236249;0.236594",68.508691,14596.69,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b6_p0,"M=32 efC=200 ef=1600 alpha=0.5 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9149768250,1.0000,85.9526,2.9836,0.0000,0.459949,"0.459949;0.459522;0.460982",133.241309,7505.18,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b6_p0,"M=32 efC=200 ef=3200 alpha=0.5 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9167439166,1.0000,85.9526,2.9836,0.0000,0.882738,"0.882738;0.883611;0.881981",255.717845,3910.56,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b7_p0,"M=32 efC=200 ef=10 alpha=0.5 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.8978273465,0.9913,85.9526,2.9836,0.0000,0.027712,"0.028040;0.027712;0.027488",8.027810,124566.97,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b7_p0,"M=32 efC=200 ef=20 alpha=0.5 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.8978273465,0.9913,85.9526,2.9836,0.0000,0.027283,"0.027504;0.027283;0.027232",7.903534,126525.68,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b7_p0,"M=32 efC=200 ef=50 alpha=0.5 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.8978273465,0.9913,85.9526,2.9836,0.0000,0.027133,"0.027133;0.027105;0.027395",7.860081,127225.15,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b7_p0,"M=32 efC=200 ef=100 alpha=0.5 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9046929316,0.9948,85.9526,2.9836,0.0000,0.037109,"0.037154;0.037109;0.036912",10.750000,93023.26,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b7_p0,"M=32 efC=200 ef=200 alpha=0.5 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9144843569,0.9988,85.9526,2.9836,0.0000,0.067178,"0.067242;0.067075;0.067178",19.460603,51385.87,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b7_p0,"M=32 efC=200 ef=400 alpha=0.5 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9189745075,0.9994,85.9526,2.9836,0.0000,0.124773,"0.124773;0.124965;0.124721",36.145133,27666.24,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b7_p0,"M=32 efC=200 ef=800 alpha=0.5 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9224507532,1.0000,85.9526,2.9836,0.0000,0.236785,"0.236381;0.236785;0.237099",68.593569,14578.63,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b7_p0,"M=32 efC=200 ef=1600 alpha=0.5 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9250579374,1.0000,85.9526,2.9836,0.0000,0.460759,"0.460842;0.460759;0.460109",133.475956,7491.99,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b7_p0,"M=32 efC=200 ef=3200 alpha=0.5 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9269698725,1.0000,85.9526,2.9836,0.0000,0.883273,"0.883187;0.885030;0.883273",255.872827,3908.19,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b8_p0,"M=32 efC=200 ef=10 alpha=0.5 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9070683662,0.9936,85.9526,2.9836,0.0000,0.031192,"0.031723;0.031137;0.031192",9.035921,110669.40,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b8_p0,"M=32 efC=200 ef=20 alpha=0.5 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9070683662,0.9936,85.9526,2.9836,0.0000,0.030989,"0.030899;0.030989;0.031004",8.977115,111394.37,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b8_p0,"M=32 efC=200 ef=50 alpha=0.5 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9070683662,0.9936,85.9526,2.9836,0.0000,0.030845,"0.030845;0.030820;0.030930",8.935400,111914.41,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b8_p0,"M=32 efC=200 ef=100 alpha=0.5 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9112977984,0.9951,85.9526,2.9836,0.0000,0.037471,"0.037533;0.037471;0.037423",10.854867,92124.58,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b8_p0,"M=32 efC=200 ef=200 alpha=0.5 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9209154114,0.9988,85.9526,2.9836,0.0000,0.067470,"0.067315;0.067470;0.067510",19.545191,51163.48,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b8_p0,"M=32 efC=200 ef=400 alpha=0.5 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9260718424,0.9994,85.9526,2.9836,0.0000,0.125205,"0.125094;0.125362;0.125205",36.270278,27570.78,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b8_p0,"M=32 efC=200 ef=800 alpha=0.5 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9298377752,1.0000,85.9526,2.9836,0.0000,0.236993,"0.236905;0.236993;0.237028",68.653824,14565.83,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b8_p0,"M=32 efC=200 ef=1600 alpha=0.5 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9323580533,1.0000,85.9526,2.9836,0.0000,0.460942,"0.460539;0.461145;0.460942",133.528969,7489.01,,4.17,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b8_p0,"M=32 efC=200 ef=3200 alpha=0.5 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9344438007,1.0000,85.9526,2.9836,0.0000,0.884013,"0.884013;0.884215;0.883804",256.087196,3904.92,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p64,"M=32 efC=200 ef=10 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.6064889919,0.5252,85.9526,2.9836,0.0000,0.012404,"0.013017;0.012404;0.012286",3.593279,278297.32,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p64,"M=32 efC=200 ef=20 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.6064889919,0.5252,85.9526,2.9836,0.0000,0.012209,"0.012209;0.012207;0.012263",3.536790,282742.24,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p64,"M=32 efC=200 ef=50 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.6138760139,0.5324,85.9526,2.9836,0.0000,0.018211,"0.018364;0.018211;0.018121",5.275492,189555.76,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p64,"M=32 efC=200 ef=100 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.6215527231,0.5383,85.9526,2.9836,0.0000,0.028891,"0.028982;0.028859;0.028891",8.369351,119483.58,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p64,"M=32 efC=200 ef=200 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.6230301275,0.5395,85.9526,2.9836,0.0000,0.031276,"0.031276;0.031314;0.031001",9.060255,110372.17,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p64,"M=32 efC=200 ef=400 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.6230590962,0.5395,85.9526,2.9836,0.0000,0.032069,"0.032069;0.031966;0.032136",9.289977,107642.90,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p64,"M=32 efC=200 ef=800 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.6230590962,0.5395,85.9526,2.9836,0.0000,0.033337,"0.033337;0.033536;0.033285",9.657300,103548.61,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p64,"M=32 efC=200 ef=1600 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.6230590962,0.5395,85.9526,2.9836,0.0000,0.035481,"0.035513;0.035481;0.035362",10.278389,97291.51,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b1_p64,"M=32 efC=200 ef=3200 alpha=0.5 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.6230590962,0.5395,85.9526,2.9836,0.0000,0.037645,"0.037645;0.037606;0.037718",10.905272,91698.76,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p64,"M=32 efC=200 ef=10 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7527230591,0.9771,85.9526,2.9836,0.0000,0.013304,"0.013536;0.013304;0.013168",3.853998,259470.84,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p64,"M=32 efC=200 ef=20 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7527230591,0.9771,85.9526,2.9836,0.0000,0.013076,"0.013171;0.013076;0.012992",3.787949,263995.11,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p64,"M=32 efC=200 ef=50 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7635863268,0.9858,85.9526,2.9836,0.0000,0.019020,"0.019020;0.019115;0.018980",5.509849,181493.17,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p64,"M=32 efC=200 ef=100 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7762746234,0.9945,85.9526,2.9836,0.0000,0.032284,"0.032099;0.032284;0.032570",9.352260,106926.03,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p64,"M=32 efC=200 ef=200 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7790556199,0.9971,85.9526,2.9836,0.0000,0.037456,"0.037531;0.037456;0.037309",10.850521,92161.47,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p64,"M=32 efC=200 ef=400 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7792004635,0.9971,85.9526,2.9836,0.0000,0.038763,"0.038600;0.038763;0.038803",11.229143,89053.99,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p64,"M=32 efC=200 ef=800 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7792004635,0.9971,85.9526,2.9836,0.0000,0.040227,"0.040258;0.040224;0.040227",11.653244,85813.01,,4.18,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.5_b2_p64,"M=32 efC=200 ef=1600 alpha=0.5 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7792004635,0.9971,85.9526,2.9836,0.0000,0.042537,"0.042654;0.042537;0.042487",12.322422,81152.88,,4.18,0,3452,10,True,nid007071,57248609
