Model,Params,Threads,Recall,RR@10,IndexSec,LoadSec,ConvertSec,SearchSecMedian,SearchSecRuns,AmortizedUsPerQuery,QPS,LatencyUsSingleThread,PeakRSSGB,IndexBytes,NumQueries,K,ResultsOrdered,Host,JobID
SparseHNSW_a0.7_b1_p0,"M=32 efC=200 ef=400 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.7982908459,0.6548,134.4036,0.8518,0.0000,0.155506,"0.155643;0.155235;0.155506",45.048088,22198.50,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b1_p0,"M=32 efC=200 ef=800 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.7999130939,0.6557,134.4036,0.8518,0.0000,0.295011,"0.295011;0.295020;0.294669",85.460892,11701.26,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b1_p0,"M=32 efC=200 ef=1600 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.8011008111,0.6574,134.4036,0.8518,0.0000,0.565613,"0.565251;0.565613;0.566136",163.850811,6103.11,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b1_p0,"M=32 efC=200 ef=3200 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.8020278100,0.6592,134.4036,0.8518,0.0000,1.068626,"1.068663;1.068626;1.067975",309.567207,3230.32,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p0,"M=32 efC=200 ef=10 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8855446118,0.9823,134.4036,0.8518,0.0000,0.016873,"0.017598;0.016873;0.016501",4.887891,204587.21,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p0,"M=32 efC=200 ef=20 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8855446118,0.9823,134.4036,0.8518,0.0000,0.016333,"0.016333;0.016373;0.016303",4.731460,211351.25,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p0,"M=32 efC=200 ef=50 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.9029258401,0.9890,134.4036,0.8518,0.0000,0.023780,"0.024008;0.023780;0.023756",6.888760,145164.00,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p0,"M=32 efC=200 ef=100 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.9192641947,0.9957,134.4036,0.8518,0.0000,0.044516,"0.044516;0.044580;0.044484",12.895713,77545.15,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p0,"M=32 efC=200 ef=200 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.9282155272,0.9986,134.4036,0.8518,0.0000,0.083294,"0.083294;0.083365;0.083169",24.129200,41443.56,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p0,"M=32 efC=200 ef=400 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.9323001159,0.9994,134.4036,0.8518,0.0000,0.155816,"0.155816;0.156008;0.155735",45.137891,22154.34,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p0,"M=32 efC=200 ef=800 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.9356025492,1.0000,134.4036,0.8518,0.0000,0.295422,"0.295889;0.295261;0.295422",85.579954,11684.98,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p0,"M=32 efC=200 ef=1600 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.9376882966,1.0000,134.4036,0.8518,0.0000,0.566824,"0.566116;0.566897;0.566824",164.201622,6090.07,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p0,"M=32 efC=200 ef=3200 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.9395422943,1.0000,134.4036,0.8518,0.0000,1.068198,"1.068443;1.067504;1.068198",309.443221,3231.61,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p0,"M=32 efC=200 ef=10 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9078215527,0.9823,134.4036,0.8518,0.0000,0.017304,"0.017956;0.017304;0.016927",5.012746,199491.45,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p0,"M=32 efC=200 ef=20 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9078215527,0.9823,134.4036,0.8518,0.0000,0.016737,"0.016737;0.016794;0.016606",4.848494,206249.63,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p0,"M=32 efC=200 ef=50 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9273464658,0.9890,134.4036,0.8518,0.0000,0.024211,"0.024211;0.024222;0.024053",7.013615,142579.82,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p0,"M=32 efC=200 ef=100 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9456546929,0.9957,134.4036,0.8518,0.0000,0.044849,"0.045160;0.044849;0.044819",12.992178,76969.39,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p0,"M=32 efC=200 ef=200 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9552433372,0.9986,134.4036,0.8518,0.0000,0.083573,"0.083586;0.083374;0.083573",24.210023,41305.21,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p0,"M=32 efC=200 ef=400 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9600811124,0.9994,134.4036,0.8518,0.0000,0.156198,"0.156031;0.156552;0.156198",45.248552,22100.15,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p0,"M=32 efC=200 ef=800 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9636442642,1.0000,134.4036,0.8518,0.0000,0.295832,"0.295832;0.296388;0.295812",85.698725,11668.78,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p0,"M=32 efC=200 ef=1600 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9657879490,1.0000,134.4036,0.8518,0.0000,0.565976,"0.565976;0.565961;0.565991",163.955968,6099.20,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p0,"M=32 efC=200 ef=3200 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9678157590,1.0000,134.4036,0.8518,0.0000,1.070540,"1.068417;1.070540;1.071073",310.121669,3224.54,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b4_p0,"M=32 efC=200 ef=10 alpha=0.7 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9274623407,0.9867,134.4036,0.8518,0.0000,0.020869,"0.021612;0.020869;0.020763",6.045481,165412.81,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b4_p0,"M=32 efC=200 ef=20 alpha=0.7 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9274623407,0.9867,134.4036,0.8518,0.0000,0.020297,"0.020302;0.020297;0.020155",5.879780,170074.40,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b4_p0,"M=32 efC=200 ef=50 alpha=0.7 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9356315180,0.9890,134.4036,0.8518,0.0000,0.024494,"0.024617;0.024494;0.024322",7.095597,140932.47,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b4_p0,"M=32 efC=200 ef=100 alpha=0.7 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9551274623,0.9957,134.4036,0.8518,0.0000,0.045234,"0.045234;0.045268;0.045183",13.103708,76314.28,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b4_p0,"M=32 efC=200 ef=200 alpha=0.7 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9651216686,0.9986,134.4036,0.8518,0.0000,0.083910,"0.083910;0.084029;0.083900",24.307648,41139.32,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b4_p0,"M=32 efC=200 ef=400 alpha=0.7 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9704229432,0.9994,134.4036,0.8518,0.0000,0.156360,"0.156372;0.156160;0.156360",45.295481,22077.26,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b4_p0,"M=32 efC=200 ef=800 alpha=0.7 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9741019699,1.0000,134.4036,0.8518,0.0000,0.296007,"0.295969;0.296044;0.296007",85.749421,11661.89,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b4_p0,"M=32 efC=200 ef=1600 alpha=0.7 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9764774044,1.0000,134.4036,0.8518,0.0000,0.566632,"0.567692;0.566632;0.566007",164.146002,6092.14,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b4_p0,"M=32 efC=200 ef=3200 alpha=0.7 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9784472769,1.0000,134.4036,0.8518,0.0000,1.068751,"1.068338;1.068751;1.069698",309.603418,3229.94,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b5_p0,"M=32 efC=200 ef=10 alpha=0.7 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9396581692,0.9890,134.4036,0.8518,0.0000,0.025453,"0.026282;0.025453;0.025234",7.373407,135622.52,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b5_p0,"M=32 efC=200 ef=20 alpha=0.7 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9396581692,0.9890,134.4036,0.8518,0.0000,0.025011,"0.025045;0.024874;0.025011",7.245365,138019.27,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b5_p0,"M=32 efC=200 ef=50 alpha=0.7 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9396581692,0.9890,134.4036,0.8518,0.0000,0.024833,"0.024969;0.024833;0.024770",7.193801,139008.58,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b5_p0,"M=32 efC=200 ef=100 alpha=0.7 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9599942063,0.9957,134.4036,0.8518,0.0000,0.045395,"0.045502;0.045395;0.045393",13.150348,76043.62,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b5_p0,"M=32 efC=200 ef=200 alpha=0.7 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9702780997,0.9986,134.4036,0.8518,0.0000,0.084063,"0.084040;0.084063;0.084238",24.351970,41064.44,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b5_p0,"M=32 efC=200 ef=400 alpha=0.7 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9757821553,0.9994,134.4036,0.8518,0.0000,0.156782,"0.156657;0.156782;0.156836",45.417729,22017.83,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b5_p0,"M=32 efC=200 ef=800 alpha=0.7 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9796639629,1.0000,134.4036,0.8518,0.0000,0.296415,"0.296420;0.296415;0.295936",85.867613,11645.83,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b5_p0,"M=32 efC=200 ef=1600 alpha=0.7 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9818945539,1.0000,134.4036,0.8518,0.0000,0.567182,"0.567458;0.567127;0.567182",164.305330,6086.23,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b5_p0,"M=32 efC=200 ef=3200 alpha=0.7 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9839803013,1.0000,134.4036,0.8518,0.0000,1.069331,"1.069885;1.068691;1.069331",309.771437,3228.19,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b6_p0,"M=32 efC=200 ef=10 alpha=0.7 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9493337196,0.9928,134.4036,0.8518,0.0000,0.030173,"0.030561;0.030173;0.029748",8.740730,114406.92,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b6_p0,"M=32 efC=200 ef=20 alpha=0.7 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9493337196,0.9928,134.4036,0.8518,0.0000,0.029521,"0.029557;0.029493;0.029521",8.551854,116933.71,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b6_p0,"M=32 efC=200 ef=50 alpha=0.7 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9493337196,0.9928,134.4036,0.8518,0.0000,0.029290,"0.029290;0.029430;0.029281",8.484936,117855.92,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b6_p0,"M=32 efC=200 ef=100 alpha=0.7 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9623406721,0.9957,134.4036,0.8518,0.0000,0.045831,"0.045831;0.045939;0.045747",13.276651,75320.20,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b6_p0,"M=32 efC=200 ef=200 alpha=0.7 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9730880649,0.9986,134.4036,0.8518,0.0000,0.084505,"0.084349;0.084744;0.084505",24.480012,40849.65,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b6_p0,"M=32 efC=200 ef=400 alpha=0.7 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9788238702,0.9994,134.4036,0.8518,0.0000,0.156955,"0.156900;0.157054;0.156955",45.467845,21993.57,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b6_p0,"M=32 efC=200 ef=800 alpha=0.7 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9827056779,1.0000,134.4036,0.8518,0.0000,0.296580,"0.295898;0.296580;0.296760",85.915411,11639.36,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b6_p0,"M=32 efC=200 ef=1600 alpha=0.7 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9850231750,1.0000,134.4036,0.8518,0.0000,0.567636,"0.567310;0.567636;0.568275",164.436848,6081.36,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b6_p0,"M=32 efC=200 ef=3200 alpha=0.7 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9871089224,1.0000,134.4036,0.8518,0.0000,1.071045,"1.070089;1.072044;1.071045",310.267961,3223.02,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b7_p0,"M=32 efC=200 ef=10 alpha=0.7 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9550115875,0.9942,134.4036,0.8518,0.0000,0.034485,"0.034770;0.034485;0.033994",9.989861,100101.49,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b7_p0,"M=32 efC=200 ef=20 alpha=0.7 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9550115875,0.9942,134.4036,0.8518,0.0000,0.033813,"0.033813;0.033800;0.033909",9.795191,102090.91,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b7_p0,"M=32 efC=200 ef=50 alpha=0.7 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9550115875,0.9942,134.4036,0.8518,0.0000,0.033639,"0.033639;0.033660;0.033580",9.744786,102618.98,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b7_p0,"M=32 efC=200 ef=100 alpha=0.7 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9636732329,0.9957,134.4036,0.8518,0.0000,0.046134,"0.046096;0.046318;0.046134",13.364426,74825.51,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b7_p0,"M=32 efC=200 ef=200 alpha=0.7 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9744206257,0.9986,134.4036,0.8518,0.0000,0.084419,"0.084143;0.084419;0.084822",24.455098,40891.27,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b7_p0,"M=32 efC=200 ef=400 alpha=0.7 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9804171495,0.9994,134.4036,0.8518,0.0000,0.157527,"0.157711;0.157527;0.157008",45.633546,21913.70,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b7_p0,"M=32 efC=200 ef=800 alpha=0.7 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9845017381,1.0000,134.4036,0.8518,0.0000,0.296677,"0.296588;0.297064;0.296677",85.943511,11635.55,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b7_p0,"M=32 efC=200 ef=1600 alpha=0.7 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9869351101,1.0000,134.4036,0.8518,0.0000,0.567939,"0.567939;0.567911;0.568166",164.524623,6078.12,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b7_p0,"M=32 efC=200 ef=3200 alpha=0.7 beta=7 q=u8 seedT=8 seedH=8 seedS=4",64,0.9890208575,1.0000,134.4036,0.8518,0.0000,1.069357,"1.069357;1.069107;1.071636",309.778969,3228.11,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b8_p0,"M=32 efC=200 ef=10 alpha=0.7 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9595596756,0.9945,134.4036,0.8518,0.0000,0.038519,"0.039180;0.038519;0.038415",11.158459,89618.11,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b8_p0,"M=32 efC=200 ef=20 alpha=0.7 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9595596756,0.9945,134.4036,0.8518,0.0000,0.038294,"0.038294;0.038279;0.038380",11.093279,90144.67,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b8_p0,"M=32 efC=200 ef=50 alpha=0.7 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9595596756,0.9945,134.4036,0.8518,0.0000,0.038023,"0.038001;0.038023;0.038287",11.014774,90787.16,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b8_p0,"M=32 efC=200 ef=100 alpha=0.7 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9650637312,0.9957,134.4036,0.8518,0.0000,0.046414,"0.046241;0.046481;0.046414",13.445539,74374.11,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b8_p0,"M=32 efC=200 ef=200 alpha=0.7 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9758400927,0.9986,134.4036,0.8518,0.0000,0.085166,"0.084754;0.085166;0.085268",24.671495,40532.61,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b8_p0,"M=32 efC=200 ef=400 alpha=0.7 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9816338355,0.9994,134.4036,0.8518,0.0000,0.157238,"0.157674;0.157238;0.157196",45.549826,21953.98,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b8_p0,"M=32 efC=200 ef=800 alpha=0.7 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9858342990,1.0000,134.4036,0.8518,0.0000,0.296908,"0.297130;0.296908;0.296683",86.010429,11626.50,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b8_p0,"M=32 efC=200 ef=1600 alpha=0.7 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9883256083,1.0000,134.4036,0.8518,0.0000,0.568151,"0.568001;0.569991;0.568151",164.586037,6075.85,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b8_p0,"M=32 efC=200 ef=3200 alpha=0.7 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9904403244,1.0000,134.4036,0.8518,0.0000,1.070853,"1.071010;1.070128;1.070853",310.212341,3223.60,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b1_p64,"M=32 efC=200 ef=10 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7646292005,0.6231,134.4036,0.8518,0.0000,0.016059,"0.016936;0.016059;0.015726",4.652086,214957.34,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b1_p64,"M=32 efC=200 ef=20 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7646292005,0.6231,134.4036,0.8518,0.0000,0.015439,"0.015439;0.015550;0.015385",4.472480,223589.61,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b1_p64,"M=32 efC=200 ef=50 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7772016222,0.6330,134.4036,0.8518,0.0000,0.023034,"0.023108;0.023034;0.022994",6.672654,149865.42,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b1_p64,"M=32 efC=200 ef=100 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7880359212,0.6451,134.4036,0.8518,0.0000,0.036405,"0.036508;0.036405;0.036374",10.546060,94822.14,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b1_p64,"M=32 efC=200 ef=200 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7907589803,0.6473,134.4036,0.8518,0.0000,0.039611,"0.039713;0.039611;0.039521",11.474797,87147.51,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b1_p64,"M=32 efC=200 ef=400 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7907589803,0.6474,134.4036,0.8518,0.0000,0.041088,"0.041025;0.041188;0.041088",11.902665,84014.80,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b1_p64,"M=32 efC=200 ef=800 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7907589803,0.6474,134.4036,0.8518,0.0000,0.042979,"0.042836;0.042979;0.043008",12.450463,80318.29,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b1_p64,"M=32 efC=200 ef=1600 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7907589803,0.6474,134.4036,0.8518,0.0000,0.045569,"0.045682;0.045461;0.045569",13.200753,75753.25,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b1_p64,"M=32 efC=200 ef=3200 alpha=0.7 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7907589803,0.6474,134.4036,0.8518,0.0000,0.047630,"0.047537;0.047705;0.047630",13.797798,72475.33,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p64,"M=32 efC=200 ef=10 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8855446118,0.9823,134.4036,0.8518,0.0000,0.016749,"0.017056;0.016749;0.016615",4.851970,206101.86,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p64,"M=32 efC=200 ef=20 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8855446118,0.9823,134.4036,0.8518,0.0000,0.016263,"0.016327;0.016263;0.016242",4.711182,212260.96,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p64,"M=32 efC=200 ef=50 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9029258401,0.9890,134.4036,0.8518,0.0000,0.023874,"0.023960;0.023830;0.023874",6.915991,144592.44,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p64,"M=32 efC=200 ef=100 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9186558517,0.9954,134.4036,0.8518,0.0000,0.040732,"0.040758;0.040732;0.040450",11.799537,84749.09,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p64,"M=32 efC=200 ef=200 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9240730012,0.9977,134.4036,0.8518,0.0000,0.047977,"0.047829;0.048005;0.047977",13.898320,71951.14,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p64,"M=32 efC=200 ef=400 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9242757822,0.9977,134.4036,0.8518,0.0000,0.049873,"0.049958;0.049873;0.049831",14.447567,69215.81,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p64,"M=32 efC=200 ef=800 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9242757822,0.9977,134.4036,0.8518,0.0000,0.052045,"0.052057;0.052033;0.052045",15.076767,66327.22,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p64,"M=32 efC=200 ef=1600 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9242757822,0.9977,134.4036,0.8518,0.0000,0.054749,"0.054881;0.054674;0.054749",15.860081,63051.38,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b2_p64,"M=32 efC=200 ef=3200 alpha=0.7 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9242757822,0.9977,134.4036,0.8518,0.0000,0.057721,"0.057636;0.057721;0.057857",16.721031,59804.92,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p64,"M=32 efC=200 ef=10 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9078215527,0.9823,134.4036,0.8518,0.0000,0.017081,"0.017552;0.017081;0.016863",4.948146,202095.90,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p64,"M=32 efC=200 ef=20 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9078215527,0.9823,134.4036,0.8518,0.0000,0.016707,"0.016767;0.016707;0.016679",4.839803,206619.98,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p64,"M=32 efC=200 ef=50 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9273464658,0.9890,134.4036,0.8518,0.0000,0.024241,"0.024275;0.024241;0.024112",7.022306,142403.37,,4.34,0,3452,10,True,nid007071,57248609
SparseHNSW_a0.7_b3_p64,"M=32 efC=200 ef=100 alpha=0.7 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9453070684,0.9954,134.4036,0.8518,0.0000,0.043005,"0.043112;0.042993;0.043005",12.457995,80269.74,,4.34,0,3452,10,True,nid007071,57248609
