Model,Params,Threads,Recall,RR@10,IndexSec,LoadSec,ConvertSec,SearchSecMedian,SearchSecRuns,AmortizedUsPerQuery,QPS,LatencyUsSingleThread,PeakRSSGB,IndexBytes,NumQueries,K,ResultsOrdered,Host,JobID
SparseHNSW_a0.6_b1_s0x0,"M=32 efC=200 ef=10 alpha=0.6 beta=1 q=u8",64,0.5681054461,0.4733,111.8080,2.9244,0.0000,0.006054,"0.007359;0.006828;0.006054;0.005929;0.005904",1.753766,570201.52,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s0x0,"M=32 efC=200 ef=20 alpha=0.6 beta=1 q=u8",64,0.6321263036,0.5278,111.8080,2.9244,0.0000,0.010394,"0.010520;0.010394;0.010402;0.010318;0.010267",3.011008,332114.68,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s0x0,"M=32 efC=200 ef=25 alpha=0.6 beta=1 q=u8",64,0.6467844728,0.5394,111.8080,2.9244,0.0000,0.012280,"0.012416;0.012393;0.012280;0.012203;0.012214",3.557358,281107.49,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s0x0,"M=32 efC=200 ef=30 alpha=0.6 beta=1 q=u8",64,0.6571842410,0.5475,111.8080,2.9244,0.0000,0.014125,"0.014266;0.014158;0.014125;0.014114;0.014090",4.091831,244389.38,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s0x0,"M=32 efC=200 ef=35 alpha=0.6 beta=1 q=u8",64,0.6643395133,0.5550,111.8080,2.9244,0.0000,0.015969,"0.015978;0.015989;0.015969;0.015901;0.015908",4.626014,216168.83,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s0x0,"M=32 efC=200 ef=40 alpha=0.6 beta=1 q=u8",64,0.6697276941,0.5587,111.8080,2.9244,0.0000,0.017804,"0.017816;0.017835;0.017804;0.017784;0.017770",5.157590,193889.01,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s0x0,"M=32 efC=200 ef=50 alpha=0.6 beta=1 q=u8",64,0.6789397451,0.5661,111.8080,2.9244,0.0000,0.021587,"0.021601;0.021559;0.021587;0.021613;0.021538",6.253476,159911.06,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s0x0,"M=32 efC=200 ef=60 alpha=0.6 beta=1 q=u8",64,0.6854866744,0.5730,111.8080,2.9244,0.0000,0.025229,"0.025285;0.025165;0.025244;0.025229;0.025160",7.308517,136826.67,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s0x0,"M=32 efC=200 ef=75 alpha=0.6 beta=1 q=u8",64,0.6933371958,0.5814,111.8080,2.9244,0.0000,0.030868,"0.030916;0.030917;0.030828;0.030724;0.030868",8.942063,111831.02,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s0x0,"M=32 efC=200 ef=100 alpha=0.6 beta=1 q=u8",64,0.6997972190,0.5876,111.8080,2.9244,0.0000,0.039800,"0.039800;0.039787;0.039749;0.039948;0.039856",11.529548,86733.67,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s0x0,"M=32 efC=200 ef=10 alpha=0.6 beta=2 q=u8",64,0.7578794902,0.9148,111.8080,2.9244,0.0000,0.011335,"0.011749;0.011502;0.011335;0.011299;0.011269",3.283604,304543.45,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s0x0,"M=32 efC=200 ef=20 alpha=0.6 beta=2 q=u8",64,0.7578794902,0.9148,111.8080,2.9244,0.0000,0.011116,"0.011192;0.011116;0.011136;0.011092;0.011100",3.220162,310543.36,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s0x0,"M=32 efC=200 ef=25 alpha=0.6 beta=2 q=u8",64,0.7781575898,0.9293,111.8080,2.9244,0.0000,0.013043,"0.013109;0.013077;0.013043;0.013042;0.012939",3.778389,264663.04,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s0x0,"M=32 efC=200 ef=30 alpha=0.6 beta=2 q=u8",64,0.7915990730,0.9403,111.8080,2.9244,0.0000,0.014972,"0.015021;0.014972;0.014972;0.014907;0.014935",4.337196,230563.72,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s0x0,"M=32 efC=200 ef=35 alpha=0.6 beta=2 q=u8",64,0.8011297798,0.9481,111.8080,2.9244,0.0000,0.016799,"0.016860;0.016884;0.016755;0.016799;0.016718",4.866454,205488.42,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s0x0,"M=32 efC=200 ef=40 alpha=0.6 beta=2 q=u8",64,0.8084588644,0.9542,111.8080,2.9244,0.0000,0.018599,"0.018579;0.018674;0.018623;0.018563;0.018599",5.387891,185601.38,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s0x0,"M=32 efC=200 ef=50 alpha=0.6 beta=2 q=u8",64,0.8203939745,0.9641,111.8080,2.9244,0.0000,0.022395,"0.022428;0.022395;0.022442;0.022336;0.022292",6.487543,154141.55,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s0x0,"M=32 efC=200 ef=60 alpha=0.6 beta=2 q=u8",64,0.8288818076,0.9719,111.8080,2.9244,0.0000,0.026096,"0.026274;0.026096;0.026040;0.026099;0.026079",7.559676,132280.81,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s0x0,"M=32 efC=200 ef=75 alpha=0.6 beta=2 q=u8",64,0.8383256083,0.9800,111.8080,2.9244,0.0000,0.031618,"0.031631;0.031675;0.031618;0.031435;0.031586",9.159328,109178.32,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s0x0,"M=32 efC=200 ef=100 alpha=0.6 beta=2 q=u8",64,0.8467555041,0.9858,111.8080,2.9244,0.0000,0.040565,"0.040586;0.040522;0.040480;0.040565;0.040565",11.751159,85097.99,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s0x0,"M=32 efC=200 ef=10 alpha=0.6 beta=3 q=u8",64,0.8288238702,0.9403,111.8080,2.9244,0.0000,0.015568,"0.015954;0.015742;0.015568;0.015411;0.015402",4.509849,221736.90,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s0x0,"M=32 efC=200 ef=20 alpha=0.6 beta=3 q=u8",64,0.8288238702,0.9403,111.8080,2.9244,0.0000,0.015338,"0.015338;0.015344;0.015277;0.015342;0.015299",4.443221,225061.94,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s0x0,"M=32 efC=200 ef=25 alpha=0.6 beta=3 q=u8",64,0.8288238702,0.9403,111.8080,2.9244,0.0000,0.015221,"0.015187;0.015221;0.015247;0.015173;0.015241",4.409328,226791.93,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s0x0,"M=32 efC=200 ef=30 alpha=0.6 beta=3 q=u8",64,0.8288238702,0.9403,111.8080,2.9244,0.0000,0.015188,"0.015209;0.015188;0.015158;0.015180;0.015190",4.399768,227284.70,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s0x0,"M=32 efC=200 ef=35 alpha=0.6 beta=3 q=u8",64,0.8394553882,0.9481,111.8080,2.9244,0.0000,0.017087,"0.017174;0.017062;0.017087;0.017174;0.017056",4.949884,202024.93,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s0x0,"M=32 efC=200 ef=40 alpha=0.6 beta=3 q=u8",64,0.8469582851,0.9542,111.8080,2.9244,0.0000,0.018933,"0.018942;0.018927;0.018933;0.018911;0.018975",5.484647,182327.15,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s0x0,"M=32 efC=200 ef=50 alpha=0.6 beta=3 q=u8",64,0.8602838934,0.9641,111.8080,2.9244,0.0000,0.022777,"0.022887;0.022838;0.022744;0.022775;0.022777",6.598204,151556.39,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s0x0,"M=32 efC=200 ef=60 alpha=0.6 beta=3 q=u8",64,0.8694669757,0.9719,111.8080,2.9244,0.0000,0.026427,"0.026488;0.026441;0.026427;0.026380;0.026342",7.655562,130623.98,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s0x0,"M=32 efC=200 ef=75 alpha=0.6 beta=3 q=u8",64,0.8798667439,0.9800,111.8080,2.9244,0.0000,0.031949,"0.031924;0.032045;0.031964;0.031849;0.031949",9.255214,108047.20,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s0x0,"M=32 efC=200 ef=100 alpha=0.6 beta=3 q=u8",64,0.8890787949,0.9861,111.8080,2.9244,0.0000,0.041110,"0.041232;0.041064;0.041110;0.041237;0.041061",11.909038,83969.84,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s0x0,"M=32 efC=200 ef=10 alpha=0.6 beta=4 q=u8",64,0.8646002317,0.9542,111.8080,2.9244,0.0000,0.019588,"0.019925;0.019682;0.019528;0.019588;0.019480",5.674392,176230.35,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s0x0,"M=32 efC=200 ef=20 alpha=0.6 beta=4 q=u8",64,0.8646002317,0.9542,111.8080,2.9244,0.0000,0.019426,"0.019426;0.019516;0.019449;0.019351;0.019346",5.627462,177699.99,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s0x0,"M=32 efC=200 ef=25 alpha=0.6 beta=4 q=u8",64,0.8646002317,0.9542,111.8080,2.9244,0.0000,0.019311,"0.019311;0.019227;0.019315;0.019266;0.019383",5.594148,178758.22,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s0x0,"M=32 efC=200 ef=30 alpha=0.6 beta=4 q=u8",64,0.8646002317,0.9542,111.8080,2.9244,0.0000,0.019276,"0.019323;0.019289;0.019276;0.019177;0.019244",5.584009,179082.80,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s0x0,"M=32 efC=200 ef=35 alpha=0.6 beta=4 q=u8",64,0.8646002317,0.9542,111.8080,2.9244,0.0000,0.019283,"0.019283;0.019299;0.019385;0.019233;0.019229",5.586037,179017.79,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s0x0,"M=32 efC=200 ef=40 alpha=0.6 beta=4 q=u8",64,0.8646002317,0.9542,111.8080,2.9244,0.0000,0.019277,"0.019269;0.019254;0.019277;0.019339;0.019442",5.584299,179073.51,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s0x0,"M=32 efC=200 ef=50 alpha=0.6 beta=4 q=u8",64,0.8783314021,0.9641,111.8080,2.9244,0.0000,0.023118,"0.023165;0.023085;0.023059;0.023118;0.023134",6.696987,149320.88,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s0x0,"M=32 efC=200 ef=60 alpha=0.6 beta=4 q=u8",64,0.8882676709,0.9719,111.8080,2.9244,0.0000,0.026783,"0.026827;0.026785;0.026703;0.026783;0.026770",7.758691,128887.73,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s0x0,"M=32 efC=200 ef=75 alpha=0.6 beta=4 q=u8",64,0.8990440324,0.9800,111.8080,2.9244,0.0000,0.032355,"0.032346;0.032408;0.032292;0.032362;0.032355",9.372827,106691.39,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s0x0,"M=32 efC=200 ef=100 alpha=0.6 beta=4 q=u8",64,0.9090961761,0.9861,111.8080,2.9244,0.0000,0.041336,"0.041314;0.041336;0.041212;0.041419;0.041397",11.974508,83510.74,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b5_s0x0,"M=32 efC=200 ef=10 alpha=0.6 beta=5 q=u8",64,0.8884414832,0.9641,111.8080,2.9244,0.0000,0.023639,"0.023930;0.023709;0.023635;0.023553;0.023639",6.847914,146029.87,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b5_s0x0,"M=32 efC=200 ef=20 alpha=0.6 beta=5 q=u8",64,0.8884414832,0.9641,111.8080,2.9244,0.0000,0.023496,"0.023696;0.023422;0.023496;0.023508;0.023451",6.806489,146918.62,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b5_s0x0,"M=32 efC=200 ef=25 alpha=0.6 beta=5 q=u8",64,0.8884414832,0.9641,111.8080,2.9244,0.0000,0.023475,"0.023568;0.023472;0.023454;0.023524;0.023475",6.800406,147050.05,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b5_s0x0,"M=32 efC=200 ef=30 alpha=0.6 beta=5 q=u8",64,0.8884414832,0.9641,111.8080,2.9244,0.0000,0.023483,"0.023487;0.023483;0.023456;0.023357;0.023521",6.802723,146999.96,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b5_s0x0,"M=32 efC=200 ef=35 alpha=0.6 beta=5 q=u8",64,0.8884414832,0.9641,111.8080,2.9244,0.0000,0.023411,"0.023399;0.023411;0.023476;0.023538;0.023380",6.781866,147452.05,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b5_s0x0,"M=32 efC=200 ef=40 alpha=0.6 beta=5 q=u8",64,0.8884414832,0.9641,111.8080,2.9244,0.0000,0.023411,"0.023342;0.023503;0.023411;0.023362;0.023512",6.781866,147452.05,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b5_s0x0,"M=32 efC=200 ef=50 alpha=0.6 beta=5 q=u8",64,0.8884414832,0.9641,111.8080,2.9244,0.0000,0.023484,"0.023492;0.023484;0.023462;0.023457;0.023541",6.803013,146993.70,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b5_s0x0,"M=32 efC=200 ef=60 alpha=0.6 beta=5 q=u8",64,0.8983777520,0.9719,111.8080,2.9244,0.0000,0.027163,"0.027179;0.027242;0.027111;0.027163;0.027125",7.868772,127084.64,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b5_s0x0,"M=32 efC=200 ef=75 alpha=0.6 beta=5 q=u8",64,0.9096465817,0.9800,111.8080,2.9244,0.0000,0.032694,"0.032683;0.032726;0.032694;0.032670;0.032761",9.471031,105585.12,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b5_s0x0,"M=32 efC=200 ef=100 alpha=0.6 beta=5 q=u8",64,0.9199304751,0.9861,111.8080,2.9244,0.0000,0.041810,"0.041834;0.041850;0.041810;0.041789;0.041760",12.111819,82563.98,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s8x4,"M=32 efC=200 ef=10 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6856025492,0.5714,111.8080,2.9244,0.0000,0.013564,"0.014041;0.013738;0.013564;0.013459;0.013396",3.929316,254497.20,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s8x4,"M=32 efC=200 ef=20 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6856025492,0.5714,111.8080,2.9244,0.0000,0.013277,"0.013362;0.013296;0.013267;0.013277;0.013205",3.846176,259998.49,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s8x4,"M=32 efC=200 ef=25 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6856025492,0.5714,111.8080,2.9244,0.0000,0.013186,"0.013165;0.013186;0.013187;0.013150;0.013224",3.819815,261792.81,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s8x4,"M=32 efC=200 ef=30 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6856025492,0.5712,111.8080,2.9244,0.0000,0.013130,"0.013176;0.013152;0.013130;0.013123;0.013129",3.803592,262909.37,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s8x4,"M=32 efC=200 ef=35 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6875144844,0.5741,111.8080,2.9244,0.0000,0.014046,"0.014110;0.014087;0.014046;0.013968;0.014020",4.068946,245763.92,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s8x4,"M=32 efC=200 ef=40 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6915411356,0.5758,111.8080,2.9244,0.0000,0.015877,"0.015922;0.015877;0.015894;0.015855;0.015851",4.599363,217421.43,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s8x4,"M=32 efC=200 ef=50 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.6968134415,0.5809,111.8080,2.9244,0.0000,0.019583,"0.019700;0.019629;0.019583;0.019561;0.019564",5.672943,176275.34,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s8x4,"M=32 efC=200 ef=60 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.7006373117,0.5851,111.8080,2.9244,0.0000,0.023239,"0.023287;0.023239;0.023205;0.023182;0.023244",6.732039,148543.40,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s8x4,"M=32 efC=200 ef=75 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.7043163384,0.5894,111.8080,2.9244,0.0000,0.028664,"0.028702;0.028623;0.028625;0.028695;0.028664",8.303592,120429.81,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b1_s8x4,"M=32 efC=200 ef=100 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4",64,0.7090961761,0.5940,111.8080,2.9244,0.0000,0.037838,"0.037930;0.037814;0.037937;0.037838;0.037660",10.961182,91231.04,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s8x4,"M=32 efC=200 ef=10 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8261587486,0.9777,111.8080,2.9244,0.0000,0.014324,"0.014686;0.014464;0.014324;0.014261;0.014266",4.149479,240994.14,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s8x4,"M=32 efC=200 ef=20 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8261587486,0.9777,111.8080,2.9244,0.0000,0.014098,"0.014125;0.014098;0.014183;0.014077;0.014059",4.084009,244857.43,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s8x4,"M=32 efC=200 ef=25 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8261587486,0.9777,111.8080,2.9244,0.0000,0.014010,"0.014058;0.014010;0.014010;0.014035;0.013984",4.058517,246395.43,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s8x4,"M=32 efC=200 ef=30 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8262166860,0.9777,111.8080,2.9244,0.0000,0.013996,"0.013996;0.013949;0.014013;0.013953;0.014026",4.054461,246641.90,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s8x4,"M=32 efC=200 ef=35 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8289687138,0.9791,111.8080,2.9244,0.0000,0.014904,"0.014905;0.014954;0.014884;0.014904;0.014816",4.317497,231615.67,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s8x4,"M=32 efC=200 ef=40 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8347624565,0.9832,111.8080,2.9244,0.0000,0.016802,"0.016802;0.016688;0.016870;0.016811;0.016725",4.867323,205451.73,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s8x4,"M=32 efC=200 ef=50 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8420336037,0.9878,111.8080,2.9244,0.0000,0.020444,"0.020426;0.020480;0.020444;0.020517;0.020428",5.922364,168851.50,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s8x4,"M=32 efC=200 ef=60 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8470451912,0.9916,111.8080,2.9244,0.0000,0.024045,"0.024049;0.024073;0.024042;0.024023;0.024045",6.965527,143564.15,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s8x4,"M=32 efC=200 ef=75 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8518539977,0.9933,111.8080,2.9244,0.0000,0.029571,"0.029618;0.029585;0.029454;0.029571;0.029469",8.566338,116735.99,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b2_s8x4,"M=32 efC=200 ef=100 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8579663963,0.9965,111.8080,2.9244,0.0000,0.038519,"0.038649;0.038688;0.038519;0.038399;0.038483",11.158459,89618.11,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s8x4,"M=32 efC=200 ef=10 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8651506373,0.9777,111.8080,2.9244,0.0000,0.014743,"0.015120;0.014926;0.014743;0.014626;0.014623",4.270857,234145.02,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s8x4,"M=32 efC=200 ef=20 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8651506373,0.9777,111.8080,2.9244,0.0000,0.014498,"0.014574;0.014498;0.014498;0.014421;0.014544",4.199884,238101.81,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s8x4,"M=32 efC=200 ef=25 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8651506373,0.9777,111.8080,2.9244,0.0000,0.014389,"0.014418;0.014402;0.014336;0.014389;0.014353",4.168308,239905.48,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s8x4,"M=32 efC=200 ef=30 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8651506373,0.9777,111.8080,2.9244,0.0000,0.014367,"0.014394;0.014367;0.014334;0.014364;0.014427",4.161935,240272.85,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s8x4,"M=32 efC=200 ef=35 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8683661645,0.9791,111.8080,2.9244,0.0000,0.015285,"0.015269;0.015285;0.015293;0.015271;0.015297",4.427868,225842.33,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s8x4,"M=32 efC=200 ef=40 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8744495944,0.9832,111.8080,2.9244,0.0000,0.017088,"0.017027;0.017104;0.017092;0.017065;0.017088",4.950174,202013.11,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s8x4,"M=32 efC=200 ef=50 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8829663963,0.9878,111.8080,2.9244,0.0000,0.020805,"0.020885;0.020902;0.020805;0.020804;0.020725",6.026941,165921.65,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s8x4,"M=32 efC=200 ef=60 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8885863268,0.9916,111.8080,2.9244,0.0000,0.024417,"0.024450;0.024348;0.024434;0.024417;0.024356",7.073291,141376.91,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s8x4,"M=32 efC=200 ef=75 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8940903824,0.9933,111.8080,2.9244,0.0000,0.029817,"0.029872;0.029817;0.029839;0.029796;0.029716",8.637601,115772.88,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b3_s8x4,"M=32 efC=200 ef=100 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9008690614,0.9965,111.8080,2.9244,0.0000,0.038949,"0.038949;0.038889;0.039018;0.039035;0.038820",11.283024,88628.72,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s8x4,"M=32 efC=200 ef=10 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8924391657,0.9832,111.8080,2.9244,0.0000,0.017829,"0.018051;0.017913;0.017829;0.017691;0.017675",5.164832,193617.14,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s8x4,"M=32 efC=200 ef=20 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8924391657,0.9832,111.8080,2.9244,0.0000,0.017547,"0.017547;0.017535;0.017579;0.017483;0.017553",5.083140,196728.79,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s8x4,"M=32 efC=200 ef=25 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8924391657,0.9832,111.8080,2.9244,0.0000,0.017395,"0.017467;0.017432;0.017313;0.017359;0.017395",5.039108,198447.83,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s8x4,"M=32 efC=200 ef=30 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8924391657,0.9832,111.8080,2.9244,0.0000,0.017468,"0.017485;0.017418;0.017468;0.017370;0.017487",5.060255,197618.50,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s8x4,"M=32 efC=200 ef=35 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8924391657,0.9832,111.8080,2.9244,0.0000,0.017429,"0.017376;0.017448;0.017362;0.017429;0.017430",5.048957,198060.70,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s8x4,"M=32 efC=200 ef=40 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.8924391657,0.9832,111.8080,2.9244,0.0000,0.017379,"0.017372;0.017362;0.017389;0.017379;0.017389",5.034473,198630.53,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s8x4,"M=32 efC=200 ef=50 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9011587486,0.9878,111.8080,2.9244,0.0000,0.021123,"0.021147;0.021248;0.021105;0.021116;0.021123",6.119061,163423.76,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s8x4,"M=32 efC=200 ef=60 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9074159907,0.9916,111.8080,2.9244,0.0000,0.024771,"0.024837;0.024778;0.024771;0.024640;0.024750",7.175840,139356.51,,4.24,0,3452,10,True,nid004308,57240770
SparseHNSW_a0.6_b4_s8x4,"M=32 efC=200 ef=75 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9133545771,0.9933,111.8080,2.9244,0.0000,0.030264,"0.030309;0.030264;0.030241;0.030308;0.030178",8.767092,114062.91,,4.24,0,3452,10,True,nid004308,57240770
