Model	Params	Recall	RR@10	QPS	SearchSecMedian	IndexSec	PeakRSSGB	Threads
SparseHNSW	M=32 efC=200 ef=200 alpha=0.8 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64	0.9707415991	0.9986	54535.69	0.063298	165.9582	4.46	64
SparseHNSW	M=32 efC=200 ef=400 alpha=0.85 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64	0.9754634994	0.9986	47030.61	0.073399	185.8658	4.53	64
SparseHNSW	M=32 efC=200 ef=400 alpha=0.75 beta=7 q=u8 seedT=8 seedH=8 seedS=4 pat=64	0.9801274623	0.9997	37912.82	0.091051	149.1896	4.39	64
SparseHNSW	M=32 efC=200 ef=400 alpha=0.8 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=128	0.9850521437	1.0000	26475.03	0.130387	165.9582	4.46	64
SparseHNSW	M=32 efC=200 ef=1600 alpha=0.85 beta=5 q=u8 seedT=8 seedH=8 seedS=4 pat=256	0.9900347625	1.0000	14943.72	0.231000	185.8658	4.53	64
kANNolo	m=32 efC=200 ef=10	0.7506083429895712	0.8754345307068366	100312.8819915844	0.0344123300164938	318.36797377304174	6.22607421875	64
kANNolo	m=32 efC=200 ef=20	0.8582271147161066	0.9351100811123986	67803.71318604313	0.05091166601050645	318.36797377304174	6.22607421875	64
kANNolo	m=32 efC=200 ef=50	0.9358053302433372	0.9788528389339514	39895.666131884296	0.0865256889956072	318.36797377304174	6.22607421875	64
kANNolo	m=32 efC=200 ef=100	0.963702201622248	0.9918887601390498	25594.027594107192	0.13487521599745378	318.36797377304174	6.22607421875	64
kANNolo	m=32 efC=200 ef=200	0.9766512166859791	0.9953650057937428	14871.538941258072	0.23212123598204926	318.36797377304174	6.22607421875	64
kANNolo	m=32 efC=200 ef=400	0.9871958285052144	0.9985515643105446	8101.056198127743	0.4261172760161571	318.36797377304174	6.22607421875	64
kANNolo	m=32 efC=200 ef=800	0.9920625724217845	0.9997103128621089	3942.13022720825	0.8756686869892292	318.36797377304174	6.22607421875	64
kANNolo	m=32 efC=200 ef=1600	0.9943800695249131	1.0	1927.2225064182012	1.7911787499906495	318.36797377304174	6.22607421875	64
kANNolo	m=32 efC=200 ef=3200	0.9960023174971031	1.0	973.6238674596906	3.5455170270288363	318.36797377304174	6.22607421875	64
